.	0
я	0
мы	0
меня	0
нас	0
мной	0
мною	0
нами	0
меня	0
нас	0
мне	0
нам	0
мне	0
нас	0
ты	0
вы	0
тебя	0
вас	0
тобой	0
тобою	0
вами	0
тебя	0
вас	0
тебе	0
вам	0
тебе	0
вас	0
он	0
она	0
оно	0
они	0
его	0
ее	0
его	0
него	0
нее	0
него	0
их	0
них	0
им	0
ей	0
им	0
ею	0
ним	0
ней	0
нею	0
ним	0
ими	0
ними	0
его	0
ее	0
его	0
него	0
нее	0
него	0
их	0
них	0
ему	0
ей	0
ему	0
нему	0
ней	0
нему	0
им	0
ним	0
нем	0
ней	0
нем	0
них	0
,	0
в	0
во	0
и	0
не	0
есть	0
есть	0
буду	0
будем	0
будешь	0
будете	0
будет	0
будут	0
был	0
была	0
было	0
были	0
будемте	0
будь	0
будьте	0
на	0
?	0
с	0
со	0
это	0
этого	0
этим	0
это	0
этому	0
этом	0
-	0
но	0
этот	0
эта	0
это	0
эти	0
этого	0
этой	0
этого	0
этих	0
этим	0
этой	0
этим	0
этою	0
этими	0
этого	0
этот	0
эту	0
это	0
этих	0
эти	0
этому	0
этой	0
этому	0
этим	0
этом	0
этой	0
этом	0
этих	0
!	0
NUMBER_	0
...	0
к	0
ко	0
а	0
что	0
чего	0
чем	0
что	0
чему	0
чем	0
весь	0
вся	0
все	0
все	0
всего	0
всей	0
всего	0
всех	0
всем	0
всей	0
всею	0
всем	0
всеми	0
всего	0
весь	0
всю	0
все	0
всех	0
все	0
всему	0
всей	0
всему	0
всем	0
всем	0
всей	0
всем	0
всех	0
за	0
по	0
у	0
могу	0
можем	0
можешь	0
можете	0
может	0
могут	0
мог	0
могла	0
могло	0
могли	0
моги	0
могите	0
свой	0
своя	0
свое	0
свои	0
своего	0
своей	0
своего	0
своих	0
своим	0
своей	0
своею	0
своим	0
своими	0
своего	0
свой	0
свою	0
свое	0
своих	0
свои	0
своему	0
своей	0
своему	0
своим	0
своем	0
своей	0
своем	0
своих	0
как	0
и	0
из	0
изо	0
что	0
от	0
ото	0
его	0
же	0
все	0
всего	0
всем	0
все	0
всему	0
всем	0
еще	0
так	0
;	0
такой	0
такая	0
такое	0
такие	0
такого	0
такой	0
такого	0
таких	0
таким	0
такой	0
такою	0
таким	0
такими	0
такого	0
такой	0
такую	0
такое	0
таких	0
такие	0
такому	0
такой	0
такому	0
таким	0
таком	0
такой	0
таком	0
таких	0
о	0
себя	0
собой	0
собою	0
себя	0
себе	0
себе	0
уже	0
стану	0
станем	0
станешь	0
станете	0
станет	0
станут	0
стал	0
стала	0
стало	0
стали	0
стань	0
станьте	0
год	1
года	1
годы	1
года	1
годов	1
году	1
годом	1
годами	1
год	1
года	1
годы	1
году	1
годам	1
годе	1
году	1
годах	1
только	0
один	0
одна	0
одно	0
одни	0
одного	0
одной	0
одного	0
одних	0
одним	0
одной	0
одною	0
одним	0
одними	0
одного	0
один	0
одну	0
одно	0
одних	0
одни	0
одному	0
одной	0
одному	0
одним	0
одном	0
одной	0
одном	0
одних	0
для	0
сам	0
сама	0
само	0
сами	0
самого	0
самой	0
самого	0
самих	0
самим	0
самой	0
самим	0
самою	0
самими	0
самого	0
сам	0
саму	0
само	0
самих	0
сами	0
самому	0
самой	0
самому	0
самим	0
самом	0
самой	0
самом	0
самих	0
знаю	0
знаем	0
знаешь	0
знаете	0
знает	0
знают	0
знал	0
знала	0
знало	0
знали	0
знай	0
знайте	0
бы	0
мой	0
моя	0
мое	0
мои	0
моего	0
моей	0
моего	0
моих	0
моим	0
моей	0
моею	0
моим	0
моими	0
моего	0
мой	0
мою	0
мое	0
моих	0
мои	0
моему	0
моей	0
моему	0
моим	0
моем	0
моей	0
моем	0
моих	0
время	1
времена	1
времени	1
времен	1
временем	1
временами	1
время	1
времена	1
времени	1
временам	1
времени	1
временах	1
до	0
рука	1
руки	1
руки	1
рук	1
рукой	1
рукою	1
руками	1
руку	1
руки	1
руке	1
рукам	1
руке	1
руках	1
дело	1
дела	1
делом	1
дело	1
делу	1
деле	1
дела	1
дел	1
делами	1
дела	1
делам	1
делах	1
ее	0
хочу	0
хочем	0
хотим	0
хочешь	0
хотите	0
хочет	0
хотят	0
хотел	0
хотела	0
хотело	0
хотели	0
хоти	0
хотите	0
день	1
дни	1
дня	1
дней	1
днем	1
днями	1
день	1
дни	1
дню	1
дням	1
дне	1
днях	1
быть	0
много	0
больше	0
побольше	0
поболее	0
должный	0
должная	0
должное	0
должные	0
должного	0
должной	0
должного	0
должных	0
должным	0
должной	0
должною	0
должным	0
должными	0
должного	0
должный	0
должную	0
должное	0
должных	0
должные	0
должному	0
должной	0
должному	0
должным	0
должном	0
должной	0
должном	0
должных	0
должен	0
должна	0
должно	0
должны	0
глаз	1
глаза	1
глаза	1
глаз	1
глазом	1
глазами	1
глаз	1
глаза	1
глазу	1
глазам	1
глазе	1
глазу	1
глазах	1
теперь	0
другой	0
другая	0
другое	0
другие	0
другого	0
другой	0
другого	0
других	0
другим	0
другой	0
другою	0
другим	0
другими	0
другого	0
другой	0
другую	0
другое	0
других	0
другие	0
другому	0
другой	0
другому	0
другим	0
другом	0
другой	0
другом	0
других	0
др	0
' др. '	0
наш	0
наша	0
наше	0
наши	0
нашего	0
нашей	0
нашего	0
наших	0
нашим	0
нашей	0
нашим	0
нашею	0
нашими	0
нашего	0
наш	0
нашу	0
наше	0
наших	0
наши	0
нашему	0
нашей	0
нашему	0
нашим	0
нашем	0
нашей	0
нашем	0
наших	0
вот	0
тот	0
та	0
то	0
те	0
того	0
той	0
того	0
тех	0
тем	0
той	0
тем	0
тою	0
теми	0
того	0
тот	0
ту	0
то	0
тех	0
те	0
тому	0
той	0
тому	0
тем	0
том	0
той	0
том	0
тех	0
человек	1
человеки	1
человека	1
человек	1
человеком	1
человеками	1
человека	1
человеков	1
человеку	1
человекам	1
человеке	1
человеках	1
ли	0
очень	0
кто	0
кого	0
кем	0
кого	0
кому	0
ком	0
первый	0
первая	0
первое	0
первые	0
первого	0
первой	0
первого	0
первых	0
первым	0
первой	0
первою	0
первым	0
первыми	0
первого	0
первый	0
первую	0
первое	0
первых	0
первые	0
первому	0
первой	0
первому	0
первым	0
первом	0
первой	0
первом	0
первых	0
первее	0
первей	0
первейший	0
первейшая	0
первейшее	0
первейшие	0
первейшего	0
первейшей	0
первейшего	0
первейших	0
первейшим	0
первейшей	0
первейшим	0
первейшими	0
первейшего	0
первейший	0
первейшую	0
первейшее	0
первейших	0
первейшие	0
первейшему	0
первейшей	0
первейшему	0
первейшим	0
первейшем	0
первейшей	0
первейшем	0
первейших	0
наипервейший	0
наипервейшая	0
наипервейшее	0
наипервейшие	0
наипервейшего	0
наипервейшей	0
наипервейшего	0
наипервейших	0
наипервейшим	0
наипервейшей	0
наипервейшим	0
наипервейшими	0
наипервейшего	0
наипервейший	0
наипервейшую	0
наипервейшее	0
наипервейших	0
наипервейшие	0
наипервейшему	0
наипервейшей	0
наипервейшему	0
наипервейшим	0
наипервейшем	0
наипервейшей	0
наипервейшем	0
наипервейших	0
голова	1
головы	1
головой	1
головою	1
голову	1
голове	1
голове	1
головы	1
голов	1
головами	1
головы	1
головам	1
головах	1
то	0
того	0
тем	0
то	0
тому	0
том	0
здесь	0
два	0
две	0
два	0
двух	0
двух	0
двух	0
двумя	0
двумя	0
двумя	0
двух	0
два	0
две	0
два	0
двум	0
двум	0
двум	0
двух	0
двух	0
двух	0
ничто	0
ничего	0
ничем	0
ничто	0
ничему	0
ни о чем	0
там	0
люди	1
людей	1
людьми	1
людей	1
людям	1
людях	1
говорю	0
говорим	0
говоришь	0
говорите	0
говорит	0
говорят	0
говорил	0
говорила	0
говорило	0
говорили	0
говори	0
говорите	0
если	0
иду	0
идем	0
идешь	0
идете	0
идет	0
идут	0
шел	0
шла	0
шло	0
шли	0
идемте	0
иди	0
идите	0
можно	0
сейчас	0
надо	0
новый	0
новая	0
новое	0
новые	0
нового	0
новой	0
нового	0
новых	0
новым	0
новой	0
новою	0
новым	0
новыми	0
нового	0
новый	0
новую	0
новое	0
новых	0
новые	0
новому	0
новой	0
новому	0
новым	0
новом	0
новой	0
новом	0
новых	0
нов	0
нова	0
ново	0
новы	0
новее	0
новей	0
поновее	0
поновее	0
новейший	0
новейшая	0
новейшее	0
новейшие	0
новейшего	0
новейшей	0
новейшего	0
новейших	0
новейшим	0
новейшей	0
новейшим	0
новейшими	0
новейшего	0
новейший	0
новейшую	0
новейшее	0
новейших	0
новейшие	0
новейшему	0
новейшей	0
новейшему	0
новейшим	0
новейшем	0
новейшей	0
новейшем	0
новейших	0
наиновейший	0
наиновейшая	0
наиновейшее	0
наиновейшие	0
наиновейшего	0
наиновейшей	0
наиновейшего	0
наиновейших	0
наиновейшим	0
наиновейшей	0
наиновейшим	0
наиновейшими	0
наиновейшего	0
наиновейший	0
наиновейшую	0
наиновейшее	0
наиновейших	0
наиновейшие	0
наиновейшему	0
наиновейшей	0
наиновейшему	0
наиновейшим	0
наиновейшем	0
наиновейшей	0
наиновейшем	0
наиновейших	0
потом	0
чтобы	0
тоже	0
об	0
обо	0
лицо	1
лица	1
лица	1
лиц	1
лицом	1
лицами	1
лицо	1
лица	1
лицу	1
лицам	1
лице	1
лицах	1
лицо	1
лица	1
лица	1
лиц	1
лицом	1
лицами	1
лицо	1
лиц	1
лицу	1
лицам	1
лице	1
лицах	1
тут	0
жизнь	1
жизни	1
жизнью	1
жизнь	1
жизни	1
жизни	1
жизни	1
жизней	1
жизнями	1
жизни	1
жизням	1
жизнях	1
однако	0
стою	0
стоим	0
стоишь	0
стоите	0
стоит	0
стоят	0
стоял	0
стояла	0
стояло	0
стояли	0
стой	0
стойте	0
или	0
просто	0
проще	0
попроще	0
вижу	0
видим	0
видишь	0
видите	0
видит	0
видят	0
видел	0
видела	0
видело	0
видели	0
видь	0
видьте	0
тогда	0
под	0
подо	0
место	1
места	1
местом	1
место	1
месту	1
месте	1
места	1
мест	1
местами	1
места	1
местам	1
местах	1
скажу	0
скажем	0
скажешь	0
скажете	0
скажет	0
скажут	0
сказал	0
сказала	0
сказало	0
сказали	0
скажи	0
скажите	0
их	0
когда	0
через	0
работа	1
работы	1
работой	1
работою	1
работу	1
работе	1
работе	1
работы	1
работ	1
работами	1
работы	1
работам	1
работах	1
окажусь	0
окажемся	0
окажешься	0
окажетесь	0
окажется	0
окажутся	0
оказался	0
оказалась	0
оказалось	0
оказались	0
окажись	0
окажитесь	0
без	0
безо	0
после	0
несколько	0
слово	1
слова	1
словом	1
слово	1
слову	1
слове	1
слова	1
слов	1
словами	1
слова	1
словам	1
словах	1
дверь	1
двери	1
двери	1
дверей	1
дверью	1
дверями	1
дверьми	1
дверь	1
двери	1
двери	1
дверям	1
двери	1
дверях	1
думаю	0
думаем	0
думаешь	0
думаете	0
думает	0
думают	0
думал	0
думала	0
думало	0
думали	0
думай	0
думайте	0
пойду	0
пойдем	0
пойдешь	0
пойдете	0
пойдет	0
пойдут	0
пошел	0
пошла	0
пошло	0
пошли	0
пойди	0
поди	0
пойдите	0
подите	0
пойдемте	0
дом	1
дома	1
дома	1
домов	1
дому	1
домом	1
домами	1
дом	1
дома	1
дому	1
домам	1
доме	1
домах	1
снова	0
нет	0
какой	0
какая	0
какое	0
какие	0
какого	0
какой	0
какого	0
каких	0
каким	0
какой	0
какою	0
каким	0
какими	0
какого	0
какой	0
какую	0
какое	0
каких	0
какие	0
какому	0
какой	0
какому	0
каким	0
каком	0
какой	0
каком	0
каких	0
при	0
никто	0
никого	0
никем	0
никого	0
никому	0
ни о ком	0
то	0
раз	1
разы	1
раза	1
разу	1
раз	1
разом	1
разами	1
раз	1
разы	1
разу	1
разам	1
разе	1
разах	1
более	0
поболе	0
наиболее	0
город	1
города	1
города	1
городов	1
городом	1
городами	1
город	1
города	1
городу	1
городам	1
городе	1
городах	1
хорошо	0
лучше	0
получше	0
каждый	0
каждая	0
каждое	0
каждые	0
каждого	0
каждой	0
каждого	0
каждых	0
каждым	0
каждой	0
каждым	0
каждою	0
каждыми	0
каждого	0
каждый	0
каждую	0
каждое	0
каждых	0
каждые	0
каждому	0
каждой	0
каждому	0
каждым	0
каждом	0
каждой	0
каждом	0
каждых	0
большой	0
большая	0
большое	0
большие	0
большого	0
большой	0
большого	0
больших	0
большим	0
большой	0
большим	0
большою	0
большими	0
большой	0
большого	0
большую	0
большое	0
больших	0
большие	0
большому	0
большой	0
большому	0
большим	0
большом	0
большой	0
большом	0
больших	0
больше	0
как	0
начну	0
начнем	0
начнешь	0
начнете	0
начнет	0
начнут	0
начал	0
начала	0
начало	0
начали	0
начни	0
начните	0
начнемте	0
имею	0
имеем	0
имеешь	0
имеете	0
имеет	0
имеют	0
имел	0
имела	0
имело	0
имели	0
имей	0
имейте	0
посмотрю	0
посмотрим	0
посмотришь	0
посмотрите	0
посмотрит	0
посмотрят	0
посмотрел	0
посмотрела	0
посмотрело	0
посмотрели	0
посмотри	0
посмотрите	0
лето	1
лета	1
летом	1
лето	1
лету	1
лете	1
лета	1
лет	1
летами	1
лета	1
летам	1
летах	1
который	0
которая	0
которое	0
которые	0
которого	0
которой	0
которого	0
которых	0
которым	0
которой	0
которым	0
которою	0
которыми	0
которого	0
который	0
которую	0
которое	0
которых	0
которые	0
которому	0
которой	0
которому	0
которым	0
котором	0
которой	0
котором	0
которых	0
три	0
трех	0
тремя	0
трех	0
три	0
трем	0
трех	0
последний	0
последняя	0
последнее	0
последние	0
последнего	0
последней	0
последнего	0
последних	0
последним	0
последней	0
последним	0
последнею	0
последними	0
последний	0
последнего	0
последнюю	0
последнее	0
последних	0
последние	0
последнему	0
последней	0
последнему	0
последним	0
последнем	0
последней	0
последнем	0
последних	0
останусь	0
останемся	0
останешься	0
останетесь	0
останется	0
останутся	0
остался	0
осталась	0
осталось	0
остались	0
останься	0
останьтесь	0
останемтесь	0
пока	0
смотрю	0
смотрим	0
смотришь	0
смотрите	0
смотрит	0
смотрят	0
смотрел	0
смотрела	0
смотрело	0
смотрели	0
смотри	0
смотрите	0
хороший	0
хорошая	0
хорошее	0
хорошие	0
хорошего	0
хорошей	0
хорошего	0
хороших	0
хорошим	0
хорошей	0
хорошим	0
хорошею	0
хорошими	0
хороший	0
хорошую	0
хорошее	0
хорошего	0
хороших	0
хорошие	0
хорошему	0
хорошей	0
хорошему	0
хорошим	0
хорошем	0
хорошей	0
хорошем	0
хороших	0
хорош	0
хороша	0
хорошо	0
хороши	0
лучший	0
лучшая	0
лучшее	0
наилучший	0
наилучшая	0
наилучшее	0
лучшие	0
наилучшие	0
наилучшего	0
наилучшей	0
наилучшего	0
наилучших	0
лучшего	0
лучшей	0
лучшего	0
лучших	0
наилучшим	0
наилучшей	0
наилучшим	0
наилучшею	0
наилучшими	0
лучшим	0
лучшей	0
лучшим	0
лучшею	0
лучшими	0
наилучший	0
наилучшую	0
наилучшее	0
наилучшего	0
наилучших	0
наилучшие	0
лучший	0
лучшую	0
лучшее	0
лучшего	0
лучших	0
лучшие	0
лучшему	0
лучшей	0
лучшему	0
лучшим	0
наилучшему	0
наилучшей	0
наилучшему	0
наилучшим	0
наилучшем	0
наилучшей	0
наилучшем	0
наилучших	0
лучшем	0
лучшей	0
лучшем	0
лучших	0
лучше	0
получше	0
вопрос	1
вопроса	1
вопросом	1
вопрос	1
вопросу	1
вопросе	1
вопросы	1
вопросов	1
вопросами	1
вопросы	1
вопросам	1
вопросах	1
женщина	1
женщины	1
женщиной	1
женщиною	1
женщину	1
женщине	1
женщине	1
женщины	1
женщин	1
женщинами	1
женщин	1
женщинам	1
женщинах	1
час	1
часы	1
часа	1
часов	1
часу	1
часом	1
часами	1
час	1
часы	1
часу	1
часам	1
часе	1
часах	1
часу	1
сторона	1
стороны	1
стороной	1
стороною	1
сторону	1
стороне	1
стороне	1
стороны	1
сторон	1
сторонами	1
стороны	1
сторонам	1
сторонах	1
приду	0
придем	0
придешь	0
придете	0
придет	0
придут	0
пришел	0
пришла	0
пришло	0
пришли	0
приди	0
придите	0
придемте	0
почему	0
почти	0
Россия	1
России	1
Россией	1
Россиею	1
Россию	1
России	1
России	1
сегодня	0
сделаю	0
сделаем	0
сделаешь	0
сделаете	0
сделает	0
сделают	0
сделал	0
сделала	0
сделало	0
сделали	0
сделай	0
сделайте	0
пройду	0
пройдем	0
пройдешь	0
пройдете	0
пройдет	0
пройдут	0
прошел	0
прошла	0
прошло	0
прошли	0
пройди	0
пройдите	0
пройдемте	0
выйду	0
выйдем	0
выйдешь	0
выйдете	0
выйдет	0
выйдут	0
вышел	0
вышла	0
вышло	0
вышли	0
выйди	0
выйдите	0
выйдемте	0
самый	0
самая	0
самое	0
самые	0
самого	0
самой	0
самого	0
самых	0
самым	0
самой	0
самым	0
самою	0
самыми	0
самый	0
самую	0
самое	0
самого	0
самых	0
самые	0
самому	0
самой	0
самому	0
самым	0
самом	0
самой	0
самом	0
самых	0
всегда	0
над	0
надо	0
люблю	0
любим	0
любишь	0
любите	0
любит	0
любят	0
любил	0
любила	0
любило	0
любили	0
люби	0
любите	0
никогда	0
ни	0
ну	0
работаю	0
работаем	0
работаешь	0
работаете	0
работает	0
работают	0
работал	0
работала	0
работало	0
работали	0
работай	0
работайте	0
даже	0
пришлось	0
придется	0
возьму	0
возьмем	0
